,experience_id,summary
383,90691,"The individual began by smoking crystals of an unknown substance, which caused rapid visual patterns followed by the appearance of light-based gnome-like creatures in their field of vision. These gnomes communicated in English, addressing personal concerns such as job loss or future worries, concluding with the phrase ""That doesn't matter."" They also repeated ""You're closer"" before disappearing.

During this experience, the participant opened their eyes and saw a friend standing in the room, surrounded by a tunnel of colored fractals shaped like the friend's silhouette. The room was filled with vibrant patterns, and the Indian mandala tapestry appeared to spin.

Closing their eyes again, dark-colored imp-like creatures resembling a xenomorph alien from 'Alien' crossed with a monster from 'Pan's Labyrinth', with long spider-like fingers, danced around in the participant's vision. These imps repeated ""You're closer"" and laughed when asked what it meant, dancing faster each time.

The experience concluded with the individual going outside to watch the sunset and observe their garage morphing."
384,73476,"The participant begins by reflecting on their current state of low toxicity due to previous use of substances like DMT, mushrooms, and LSD. After a long day at work, they engage in browsing pornography online, feeling disconnected from emotions despite experiencing guilt over having a girlfriend. They masturbate and then vaporize high-quality DMT. During the DMT experience, they feel their mind being cleansed and have visions of cosmic imagery, including a thousand-petaled lotus and multi-lens telescopes. The participant also mentions spiritual references such as YHVH, Kali, Shiva, and the Kwisatz Haderach."
385,71527,"The narrator and three friends were at an apartment when a mutual friend arrived with a substance. After researching online, they decided to use it through a chillum pipe. One by one, each person inhaled the substance. The first individual experienced immediate visual hallucinations, smiling and gazing at non-existent objects.

When the narrator took their turn, they felt intense colors and sounds, followed by uncontrollable laughter. They reported seeing stars and rapid changes in color backgrounds. Their body felt heavy, as if they had swallowed a large amount of codeine. The faces of others appeared to melt inward and outward for an extended period.

After about ten minutes, the narrator began to come down from the experience, noticing colors flashing less frequently and faces remaining stable. By thirteen minutes, everything returned to normal, and the narrator felt relieved, grabbing their laptop and lifting it in the air.

The other two friends also experienced similar effects during their turns. The overall atmosphere was described as being on a different planet with constantly changing, living objects."
386,68151,"The narrator and their friend Jordan smoked a substance in a glass pipe after consuming alcohol and cocaine earlier in the evening. The narrator went first, taking multiple tokes until they felt intense visual hallucinations and passed out on the bed. They experienced vivid colors that intensified with each thought and described feeling like they were in a divine sexual encounter.

Jordan then took his turn, moaning in ecstasy but not talking much about his experience. The narrator had several experiences over 1-2 hours. In one instance, an elf-like entity greeted them and tried to show them something mysterious before the trip ended abruptly. Another time, towards the end of their experience, they heard a strange entity repeatedly yelling ""hey"" or ""yoy.""

The narrator felt satisfied with the overall experience despite not fully investigating what the elf wanted to show them. They spent an hour discussing the trip with Jordan afterward."
387,84361,"The individual consumed an unknown substance multiple times, leading to vivid visual hallucinations and physical discomfort. After observing others ""breakthrough,"" they decided to do so themselves using a homemade smoking device. Upon inhaling, they began coughing and experienced nausea, vomiting into a garbage can provided by someone in the room. During this process, their vomit appeared as animated snakes writhing in front of them. They also perceived a poster melting off the walls and encountered an intimidating figure with distorted eyes who seemed displeased with their presence. The participant felt extremely scared and believed they were dying. As the experience progressed, the room appeared to expand significantly, and they experienced a sense of stress despite having no apparent reason for it. Upon coming down from the trip, they reflected on the profound impact of the experience on their perception of life and spirituality."
388,72656,"The individual experienced an intense visual and auditory hallucination after administering a dose of an unknown substance. The room appeared transformed into a green/blue space with futuristic furniture, and the usual clutter was no longer visible. Voices were heard echoing in the room but could not be seen or responded to directly. A being described as large, square, and colorful was encountered next to the individual, who then disintegrated and sank away. The person felt panic and believed they had died, imagining their parents crying and friends running out of the room in a frenzy. They also perceived another friend as ""god"" telling them everything would be alright. After about 10 minutes, which seemed much longer due to the intensity of the experience, the individual regained most senses and realized that what they saw was an effect of the substance rather than reality."
389,74019,"The participant attempted to ingest the substance three times before achieving significant effects on the third attempt. Initially, there were no notable effects from the first two doses. However, during the successful dose, the participant experienced vivid visual hallucinations and altered perception of reality. The experience began with tunnel vision filled with bright shards of fall colors and intricate patterns, causing a sensation similar to motion sickness that subsided as the experience progressed.

The participant then found themselves in an environment featuring a South American pyramid. A hieroglyphic woman appeared in 2D form near the pyramid. She opened her mouth, and instead of words, paisley-like vines flowed forth and wrapped around the participant, framing their visions. The woman held something in her hand that she seemed to want the participant to take.

The experience lasted approximately six or seven minutes before reality began to set back in as the sun rose behind the pyramid. Upon returning to awareness, the participant could see the forest again and was aware of the campfire and sounds around them. After the journey, the participant felt euphoric for about an hour and spent time discussing their experience with a friend who also had a similar journey."
390,109814,"The participant began their experience in a bedroom setting after smoking a substance through a water pipe containing cannabis ash and crystals. After inhaling three times, they experienced increasing physical sensations including pressure in the ears and tightness in the body. Mental effects included flashing images and ideas, as well as a split vision or mind sensation. Opening their eyes revealed an alien yet recognizable environment. They felt inhabited by a spirit within their body but did not feel powerful despite this realization. The intense effects lasted about 5 minutes with lingering psychedelic aftereffects for another 10 minutes. Two hours later, the participant reported remaining alertness in the mind."
391,64836,"The experienced individual smoked 40 mg of an unknown substance. Upon inhalation, intense visual hallucinations emerged, featuring numerous mechanical plant-like entities that grew rapidly around them. These entities touched the user physically, causing a sensation of being grabbed and pulled constantly. The participant felt scared and wished for the experience to end quickly. The trip lasted approximately 7 minutes but was extremely intense due to the unexpected strength of the dose. The setting was not ideal as the individual was in a hurry and feeling disappointed, though they had sedatives to help calm themselves."
392,98647,"The participant took a high dose and sat down to experience it. Within 5 minutes, they were on the couch; by 10 minutes, the carpet appeared to move, and by 15 minutes, everything seemed to shift like on a living ocean. The visuals were vivid enough that the participant had difficulty distinguishing them from reality.

The participant reported feeling various sensations represented visually: someone beating their body like bongos, a storm cloud raining on their shoulder, the sun warming their body with a shining glow, and a woman kissing their neck softly. These sensations were not painful but rather full of love, joy, and happiness.

During introspection, questions would be immediately answered logically. The participant experienced synesthesia, perceiving music in wavelike motion similar to visuals. Lights flickered rapidly yet slowly from bright to less bright. Time perception was altered, with the experience lasting about 15 minutes.

The participant felt a tug of the universe and Great Consciousness but did not fully detach from their body."
393,80806,"The participant prepared for the experience through meditation and previous trips, setting up a comfortable environment with candles and pillows. They inhaled an extracted substance and experienced intense kaleidoscopic visuals with eyes appearing within them. The visuals then shifted to a white forest-like world filled with tree-like figures. In this world, they encountered a woman made of bathroom tiles who told them that fear is just a state of mind and ambition is more powerful. After the encounter, their vision went black before returning to normal. Since the experience, the participant feels as though they know the answer to everything and uses the lesson about fear being a state of mind when feeling fearful."
394,81905,"The participant inhaled an unspecified substance multiple times, experiencing intense visual hallucinations including rotating geometric patterns and hieroglyphs that seemed to convey ancient knowledge. They perceived a divine being composed of complex, multidimensional structures. The experience lasted approximately five minutes before they returned to reality, feeling compelled to exclaim ""their people!"" and warning others about the potential dangers of improper use."
395,62326,"The participant describes multiple sessions of substance use over several months, culminating in a unique experience during their fourth session. After consuming the substance four times, the individual reports entering a transformed reality where everything appeared gold and colorful. They were able to visualize how objects functioned internally. The experience then shifted from visual to emotional, with a strong sense of an alien presence observing them. This presence was described as having been there all along but only noticed during this session.

The participant felt the alien presence was a divine force that provided profound insights into human existence, almost like solving a mathematical proof for life's meaning. The experience left the individual speechless and unable to process it immediately afterward. It took about three days before they could reflect on what had happened. They acknowledge that while the experience might be attributed to chemical reactions in their brain, it felt significant enough to impact their perception of reality profoundly."
396,111450,"The participant experienced an intense drug trip characterized by vivid geometric patterns in red, orange, and yellow colors. They encountered a large face-like entity that was present but not fully visible or communicative. The environment felt alien and mechanical yet living. As the effects subsided, they saw strange bluish cities before opening their eyes and expressing amazement at the experience."
397,84797,"The participant inhaled a psychedelic substance through a pipe, experiencing immediate sensory changes. Vision became pixilated and bent on multiple axes, colors appeared more luminous, and the environment seemed animated. The user's girlfriend held their hand during this experience. When lights were turned off and music played, intricate geometric visual hallucinations emerged that synchronized with the rhythm of the music. These visuals included layered, saturated colors that superimposed and crowded each other. The participant felt a range of emotions including fear, love, comedy, anger, and elation. A black hole-like entity briefly engulfed them before releasing. After about 4-5 minutes, the user returned to normal consciousness but remained speechless for some time due to the intensity of the experience."
398,41039,"During the experience, the participant observed numerous colorful figures, predominantly female, which approached and seemed to touch their face. These figures had grotesque faces and swayed left to right. The participant then transitioned into a vision of a rainforest filled with gems and crystaline butterflies. They felt as though they could feel moonlight on them in this setting. The experience was brief."
399,110829,"The participant began their experience with small doses of the substance, gradually increasing the dosage as they became more comfortable. They sat cross-legged in front of an aloe vera plant and observed it closely. Initially, the plant appeared translucent and vibrant, with visible fingerprints and intricate details such as cell structures and microscopic rivers of activity within its fronds.

The participant then noticed a spider on one of the fronds. The spider was described as having translucent legs and hyper-real features. As the participant focused more intensely on the spider, they felt an overwhelming sense of empathy towards it, almost seeing through its perspective. However, when they took a larger dose to further examine the spider, the plant began to morph and wave uncontrollably.

This led to a state where the participant felt like an animal, reacting instinctively without human thought. They experienced a sensation of being under attack by a vast, cosmic presence, which they likened to the ""eye of the universe."" This feeling caused panic and a retreat from the plant until it subsided. The experience concluded with the participant reflecting on their heightened connection to nature and empathy for living beings."
400,89657,"The individual began experiencing light-headedness and nausea after taking their first dose. They noted linear visuals where everything appeared straightened out, such as grain patterns becoming pinstripes and objects aligning in a uniform manner. After additional doses, the room started moving and changing appearance, resembling a cartoon. The participant felt disoriented and questioned whether they were still in their own room. Objects like books and furniture floated around in geometric patterns, and their belongings appeared distorted. They mentioned that their pipe turned into a jello-like substance."
401,111083,"The participant reported feeling their consciousness detach from their physical form while sitting by a river. They experienced vivid imagery from their past, with scenes flashing into their mind. The environment appeared unfamiliar and had a 1950s film grain effect. The participant felt as though they were in the body of an elderly woman in a retirement home, where staff fed them pudding.

In this setting, the participant encountered a figure wearing black robes who slowly turned to face them. This entity was described as having yellowed, rotting hands and a skeletal face with maggots on its side. When the entity placed its hand near the participant's face, they experienced rapid visions or memories that did not seem to belong to them.

The experience lasted approximately 15 minutes but felt much longer."
402,104574,"The individual began their experience after consuming Ketamine and listening to music. They then inhaled DMT through a pipe while meditating. Visual hallucinations of colorful patterns appeared initially. The participant reported feeling a deep spiritual connection, which led to an introspective moment about personal health and lifestyle choices. The substance communicated the need for physical and mental purification before deeper experiences could be achieved. Following this trip, the individual made significant changes to their lifestyle, including quitting smoking and engaging in regular exercise and meditation."
403,108873,"A new user experienced an unusual auditory effect following the consumption of a substance prepared from acacia rootbark. After inhaling approximately 20mg through a bowlpipe, they heard a flashbang noise in their ears that gradually subsided into a continuous but low-volume sound. This permanent auditory sensation has persisted since 2014 and is described as similar to the sound of a flashbang at volume level 1 on a scale from 1 to 10. The user reports hearing this sound every day upon waking, which they find unsettling and distracting, though it does not seem to significantly impair their daily functioning."
404,31038,"The individual consumed two pills of ecstasy at around 20:00 and later smoked an unidentified substance with a friend. Upon inhaling, they experienced a colorful image and an electronic sound, along with the sensation of being surrounded by a liquid-like energy field. After 'awakening' from this state, they made a baby-like sound that appeared as a golden substance to them and their friend. This sound was perceived as joyful and caused their friend to laugh uncontrollably. The experience concluded with feelings of joy and emotional emptiness."
405,60278,"The participant smoked a substance and entered an altered state where they perceived a self-folding forest with alien trees and canopy that were gnarled and unsettling but not terrifying. They heard entities communicating ""happy... happy... HAPPY little elves!!!"", which conveyed the message that the experience was not to be taken lightly.

Later, while lying in bed, the participant saw a wall lamp transformed into a hideous corpse head with putrid white skin stretched over its bony face, causing them to vomit slightly. The vision disappeared after some time. During the night, the participant's flatmate entered their room and took something from their desk, which they later questioned about but received an inconsistent response."
406,26157,"The participant and a companion backpacked into a Rocky Mountain wilderness area for a week of camping and fishing, bringing an unidentified substance extracted using the Quantum Tantra Technique. They used this substance each night after dark by placing small amounts in a glass pipe connected to a water pipe. The smoke was harsh but manageable with the use of the water pipe.

On the first night, staring at a picture of Isis, the participant experienced patterned light that morphed into a vision of Isis in green and black, with complex light flowing from her hands for about a minute before fading back to patterned light. They felt elated afterwards.

The second night, while staring at a Huichol peyote yarn painting, they saw animated children holding hands and singing along the edges of their vision, followed by a flashback of an earlier mushroom vision dominated by Mexican motifs. The third attempt that night involved staring at an ancient Egyptian calendar, resulting in patterned light with reds, blacks, and oranges flowing three-dimensionally over them. After about a minute, they saw a sun shining through a stone-carved window and floated up into a room where Nuit stood raising her arm towards the sun, feeling as if being initiated to a different level before returning to patterned light.

Another attempt involved listening to Buddhist music while under the influence, causing the patterned light to flow rhythmically with the music. The participant found this experience beautiful and almost alive.

On another night, staring at a Hebrew letter Aleph, the companion experienced an unusual cloud formation that took the shape of the letter before dissipating, leading them to decide against further experiments using Hebrew letters.

The final night, while staring at a picture of Tara, the participant saw intense patterned light with intricate designs and complexities. They gripped their knees as they sat on the ground, trying to stabilize the cascading intensity of the vision. After about 6-7 minutes, they focused on a circular design that morphed into an eye with a grinning mouth below it before returning to normal.

After each experience, the participant felt good and returned to a normal state of mind within a few minutes or after sitting for a while if still woozy."
407,24299,"The individual began their experience in a tent at dusk, feeling an immediate onset of effects after inhaling smoke from a crude pipe-like device. They experienced a rapid implosion of their physical body to the size of an atom, followed by visual patterns and colors that intensified as they moved through what felt like a tunnel or wormhole. Upon opening their eyes, everything appeared in bright, dancing energy forms, with objects not appearing solid but rather composed of vibrant, moving shapes.

The participant walked around, observing the environment with amazement, noting that even mundane items like cars were transformed into dazzling displays of color and light. They approached a field where people were gathered and noticed the stage was not anchored to its surroundings; it moved in response to their gestures. After about 15 minutes, they returned to the tent to find one friend still there while others had gone for walks.

The experience left them feeling amazed at what they perceived as an expanded reality and a demonstration of human potential. They described the overall effect as similar to a steady mushroom trip but with unique elements of amazement and discovery."
408,24260,"The participant experienced a rapid onset of effects following inhalation of DMT. They felt a tingling sensation starting from the spine that traveled to the forehead, accompanied by colorful butterflies in their vision. The participant perceived themselves leaving their body and entering a multidimensional space filled with golden salamanders, various undefined beings, animals, flowers, trees, jewels, and crystals. These entities communicated the secrets of life through music described as harp-strings and choirs.

Physically, the participant fainted immediately after inhaling DMT, lying motionless for approximately 7 to 10 minutes while their friends attempted to revive them by shaking and shouting. Upon regaining consciousness, the participant experienced a return to normality with minor physical discomfort including headaches and ear buzzing."
409,14823,"The individual began their experience with a sense of fear that something might have gone wrong, followed by an overwhelming feeling of power as the substance took effect. Early visions included infantile environments and a garbage bin filled with rotting filth inhabited by friendly living beings. The participant then experienced a progression from infancy to adolescence, perceived from a higher perspective.

Visions included scenes resembling ancient times, such as docks in an ancient harbor with muscular sailors, and otherworldly landscapes featuring molten metal structures that resembled strange flowers. There were also experiences of soaring through archetypal natural forms, like deep sea pods of creatures resembling whales or dolphins.

The participant encountered a barrier protected by what they perceived to be a demon, resulting in intense vomiting. Afterward, the experience returned to one of peace and beauty with reduced physical discomfort. The individual felt reassured about their place in a divine order and recognized themselves as part of a spiritual hierarchy where each person is a child of God.

The trip concluded after approximately 7 hours, leaving the participant with a sense that they had been given everything needed to understand their life up to that point. They experienced headaches during recovery but found them bearable due to the profound impact of the experience. The following nights included dreams in which the individual was someone else with a different name and body."
410,12058,"The participant was alone in a quiet redwood forest at 2 pm when they consumed an unknown substance. After lying down and looking at the trees, they perceived them as vibrant crystal jewels with enhanced depth perception. The branches appeared to sway gently in a breeze that eventually stopped but left some branches still moving. The participant felt a deep connection to the forest, sensing its unity and joy. They experienced the trees as playful, aware beings existing in an ancient, timeless state of bliss."
411,116409,"The participant experienced vivid visual hallucinations featuring Aztec and Mayan symbolism. They perceived a Mexican man who narrated their experience, speaking in English and describing himself as being inside their head. This narrator explained that he would guide the entities working on the participant. The participant felt an intense flow of energy directed at them, which they interpreted as healing or cleansing.

Towards the end of the experience, translucent orb-like beings appeared, described as water drop-shaped with kaleidoscope details inside. These orbs seemed to be part of the final stages of the experience before it faded. Upon regaining awareness, the participant felt a sense of relief and gratitude for the encounter."
412,108514,"The participant began their journey by inhaling vaporized powder into a bong filled with fresh water. After exhaling the hit, they experienced an immediate shift in perception: the room turned gray, time seemed to stop, and reality became static. The only color visible was from blue Christmas lights hanging above the mantle.

Closing their eyes, the participant saw geometric patterns and vivid blue visuals that transformed into a mist-like energy. This energy danced and spun around them in an unfamiliar black space, moving trans-dimensionally for what felt like an extended period. Opening their eyes again, they noticed the blue lights pulsating as if they were neurons or distant galaxies.

The walls of the room began to crack and dissolve into pixels before falling away like shattered glass. The participant found themselves floating in a void, observing stars that glistened with crystal white light. They then experienced being propelled forward at high speed through space, eventually arriving at an enormous city filled with spectacular beings.

These multi-headed entities communicated telepathically, imparting knowledge and certainty to the participant. After this encounter, the experience faded into blankness. Upon regaining consciousness, the participant felt a profound connection to their friends and expressed gratitude for hearing human voices again.

The trip left the participant questioning the nature of reality and existence, leading them to ponder concepts such as infinite loops of life and the possibility of tapping into vast energy sources without drugs."
413,115703,"The narrator interacts with multiple entities who mock them initially but become friendly over time. The entities assess the narrator's energy and potential, calling them ""flawless"" and suggesting they could be a ""god"" or psychic. They are transported to an area lit by golden light where beautiful human-like figures resembling ancient Greek/Roman gods are present. These figures discuss the narrator and their past actions. Next, the narrator is brought to a city square where a man with ""alpha male"" energy cooks something over a fire and welcomes them to his kingdom. Upon opening their eyes, numerous spirits are seen partying in the room before leaving as the experience concludes."
414,115761,"The participant entered an alternate realm after thorough physical and mental preparation. They encountered three tall beings who displayed little interest in their presence. These beings were positioned around a central entity, which was a human foetus. The realm appeared more real and clear than our own world. Filled with a sense of unworthiness, the participant did not attempt to look at the faces of the tall beings but noted their imposing presence. After observing the scene, the participant exited the realm with humility, feeling honored by what they had witnessed. Upon returning, they were consumed by thoughts about the possible significance of this encounter and its connection to a potential pregnancy of their daughter."
415,115586,"The participant took a small dose of a substance before bed and experienced an intense trip. They were greeted by a group of entities who communicated with them telepathically. These entities informed the participant that the music playing was not being produced by them. The leader of these entities showed and told the participant things, which they found welcoming and pleasant.

The experience then shifted to a scene where the participant saw a half-animal, half-man figure pushing a shopping trolley, dancing, and wearing a dress near an iron gate. This scene was perceived as humorous by the participant. Upon returning to reality, the participant felt energized and excited but could not recall all details of the experience.

The trip lasted for a short duration, and upon regaining consciousness, the participant noted that thoughts about another substance were no longer present in their mind."
416,115567,"The participant experienced entering an infinitely dense, viscous underlying energy realm filled with infinite independent entities upon taking a dose. These entities were welcoming and communicated verbally, saying ""Oh! Welcome hoooooooome! So glad you escaped the ape perspective again!"" The participant asked to learn something from them, and they responded by offering to synchronize consciousnesses. This involved receiving beams of light containing information directly into the mind, creating a physical pressure in the head during the process. However, the experience ended before the ""upload"" was complete."
417,69732,"The individual smoked what they thought was marijuana but turned out to be DMT at a friend's house. They experienced intense sensations and visual effects shortly after smoking, including heightened perception of colors and surroundings. The group left the house and walked through a park where they encountered three cops searching through a bag. The individual then led the group to a market in a small neighborhood. On their way, a woman accused one of their friends as a runaway and said the police were coming. A cop arrived, questioned them, and handcuffed the girl identified as a runaway."
418,110090,"The participant began their experience by sitting but soon felt a sensation of being controlled and calibrated, allowing movement similar to Michael Jackson's dance mixed with Tai Chi. A Serpent Goddess named ShCallie entered them, though they were not a good match. Later, another entity called SShura joined, forming a better connection.

During the trips, SShura used specific physical actions such as breathing techniques and hand movements. In one instance, the participant was in an operating room-like setting with a reptilian nurse. An elephant-like humanoid God then entered them, followed by a machine-like God. The experience included memories of their parents from childhood and感受到了SShura的存在。

随后，参与者进入了一个房间，在那里他们看到了一个类似阿米巴的棕色物体，带有触手，并被一团彩虹状的云包围。这个场景似乎代表了物质世界和纯净领域之间的对比。SShura再次加入后询问参与者是否想摧毁“神”，但参与者表示不想摧毁它，而是希望与之沟通。

在经历了一系列复杂的体验后，参与者准备返回现实世界。他们进行了肌肉锻炼、吞咽测试等动作来检查身体功能的恢复情况，并最终结束了这次旅程。"
419,106802,"The participant had multiple intense experiences after inhaling a substance. In one experience, colors became brighter and patterns appeared over a video, making characters look like 2D paintings. Another encounter involved seeing a being made of black and red rods in what resembled a subway tunnel; energy from the being caused physical sensations that led to nausea. The participant felt a realization about everything existing within them and experienced disorientation.

In another experience, they found themselves in an organic-looking room with blue walls, where a motherly creature resembling Chewbacca but with woolly mammoth-like hair greeted them as if waking up from sleep. A subsequent experience involved intricate patterns on the computer screen that extended beyond it, along with glowing objects in the room and a sense of being in a detailed, inviting reality.

The participant also reflected on the nature of reality, questioning whether their experiences were literal or metaphorical, and pondered how to integrate these insights into everyday life."
420,103033,"The participant took a dose of a psychedelic substance and then inhaled nitrous oxide to enhance the effects. Upon inhaling the substance, they experienced vivid colors and fractal patterns inside the car, which appeared infinitely large. The car's interior took on an amazing sheen with intricate designs. They saw their friend in the back seat with four rotating heads and could not recall what another friend looked like.

After a few minutes, the initial intense visuals subsided but they continued to experience massive hallucinations including patterns and liquid edges. They then inhaled nitrous oxide again, intensifying these hallucinations for about 15 more minutes. The participant's friend took a dose of the psychedelic substance from them and became extremely terrified, reporting that the participant looked like an umpalompa and saw a Willy Wonka scene behind them.

The next day, after taking LSD, the participant vaped another dose of the psychedelic substance along with nitrous oxide again, experiencing flowing patterns and a robot-like appearance to everything."
421,92566,"The participant begins by inhaling an unknown substance and immediately finds themselves walking along a path surrounded by robed figures who are all looking down. An eye with a spinning pupil appears before them, growing larger until it engulfs the participant. Upon passing through this eye, they enter a massive dome containing an extensive cityscape that blends various architectural styles from different eras, covered in a brown fog.

In the center of this city is another large eye, which opens to reveal a colossal creature with glowing blue arms and a cubic head emitting structured rainbow lighting. The creature extends its arm towards the ceiling, causing a golden droplet (referred to as an ""Ark"") to fall into its hand. This droplet transforms into a flower with a heart-shaped bulb.

The participant then finds themselves in front of a stained glass window depicting black plant life waving in a pinkish-yellow ocean above which strange fish-like creatures float. Two faceless white beings sit across from the participant at a green table, speaking in unison to recommend accepting something (likely another substance) for further teachings."
422,100276,"The participant began their experience in a prepared setting, smoking two large doses and meditating. Upon closing their eyes, they found themselves in a computer-like room with walls made of multicolored energy beams. An entity appeared, composed of the same energy lines that formed the room's structure. This entity was humanoid and female in appearance.

The entity then caused objects around the altar to move violently, as if they were weightless pieces of fabric being whipped by wind. The experience concluded quickly after this interaction."
423,104233,"The participant began their experience in a calm room illuminated by a television. After inhaling the substance, they immediately felt intense visual effects characterized by vivid colors and a sense of disconnection from their surroundings. They perceived their bones, blood vessels, and nerve endings as hollow, with unusual light emanating from behind their scalp.

During this period, the participant reflected on concepts such as existence, art, time, and historical figures. The visual and sensory intensity gradually diminished after about 15 minutes, though it felt much longer to them."
424,56938,"The experience began with the inhalation of crystals from a pipe. The individual reported feeling static electricity in their mouth and throughout their body shortly after inhaling. They then entered an altered state where they perceived themselves sailing over a dark plane before encountering a colorful, patterned wall. Upon passing through this wall, they found themselves in a room adorned with similar patterns on the walls, floor, ceiling, and objects.

In this room, the participant noticed a face about 4 inches from their nose, which had large eyes reminiscent of a fly's head. The being did not use language but showed the individual a transparent model of the human body, highlighting intricate networks of nerves and blood vessels. A particular part of the brain, likely the pineal gland, was highlighted in pale yellow, matching the color of the crystals inhaled earlier.

The experience concluded with the participant feeling themselves returning to their physical body as the visual elements dissolved into wispy smoke from a pipe."
425,80863,"The participant smoked a substance that induced intense visuals and altered states of consciousness. Initially, they felt as if lifting off the ground and moving rapidly through space. A dome of energy appeared in front of them, pushing forward continuously. Approximately three to four minutes into the experience, a new visual plane opened up, revealing a demonic reptilian entity with all-knowing characteristics. This entity seemed to be guiding the participant through an unfamiliar universe.

After the trip ended, the participant experienced a full-body stoned feeling and was in an excellent mood. They spent time reflecting on their experience and attempting to explain it to friends."
426,89645,"The participant and their friend smoked a substance from a mushroom bowl, likely containing DMT, along with cigarette ash. They experienced intense physical sensations including cold sweats and fever, leading to the removal of clothing by both individuals. The friend exhibited erratic behavior such as ripping out the TV cord and expressing fear of death, stating they were about to die. Both participants felt energy around them and a sense of being outside their bodies during the experience. They supported each other through the trip, with one participant repeating ""just give it 5 minutes"" to reassure both themselves and their friend. The intense sensations lasted approximately two minutes but took thirty minutes to write about due to altered perception of time. After the experience, they felt grateful for being alive and enjoyed a meal and drink afterwards."
427,93474,"The participant experienced a powerful trip characterized by intense visual and auditory sensations. Initially, they reported seeing a white cross that shrunk into a single point before fading away, accompanied by an extended sound similar to a drop of water falling into a still pond. This was followed by a state described as ""eternity,"" where the sense of self dissolved, replaced by a feeling of being part of something larger and beautiful.

Upon returning to their physical body, they noticed that their hands appeared impossibly scaled or furry, with shifting shades of green and an ability to cut paths of light through the air when moved quickly. The participant felt as though their consciousness had been transported far away and then returned, leading to a sense of rediscovery in everyday life.

The experience left them feeling disconnected from ordinary reality but also filled with wonder at the beauty of life. They described a renewed appreciation for simple pleasures like eating breakfast and interacting with others, while still feeling somewhat alienated from their physical body and earthly surroundings."
428,92083,"The individual began the day at a friend's house in a positive mindset despite feeling slightly hungover from previous alcohol consumption. Around 10:30 A.M., they consumed some beers and listened to music with their friend M. At around 11:00 A.M., another friend S arrived with MDMA powder, which was distributed among the group. The participant, along with two others, insufflated their doses while one person took theirs orally.

About 30 minutes after consuming the substance, the individual experienced a rapid onset of effects characterized by sweating palms and an intense experience. They smoked marijuana and cigarettes during this period. Around this time, S mentioned another substance that lasted only 10-15 minutes, which was confirmed to be DMT. The participant purchased about 30 mg of DMT and inhaled it through a pipe.

The taste of the DMT was described as burning rubber, plastic, and possibly gunpowder. After inhaling the substance, the individual experienced vivid visual effects where colors began to swap places on objects in the room. For example, areas that were red turned green and vice versa. The participant also noted long tracers and people talking without moving their mouths.

The experience peaked around 11:50 A.M., lasting approximately 10-15 minutes before coming down."
429,110020,"The day began with the consumption of an unspecified substance at noon, leading to noticeable effects around 1:30 PM, including moving wood grain patterns and spontaneous colors. By 2:00 PM, the peak was reached, though the intensity was lower than expected due to a lighter dose. The experience peaked and gradually declined by 7:00 PM.

At this point, another substance was consumed through smoking, leading to an intense trip starting with three hits. The individual found themselves on a floating crystal stage in space, surrounded by lights and colors. They perceived the song ""Thunderstruck"" as part of their environment, playing lead guitar while an audience of infinite crystalline stages watched. Upon the end of the song, they woke up from the experience.

The trip lasted until around 12:00 AM when the individual went to sleep immediately. The next day, there was no significant aftereffect from the first substance but a feeling of wakefulness and energy without a hangover."
430,86868,"The participant and friends went into the woods to make a fire and consume a substance through an improvised pipe. The initial attempts were unsuccessful, but after an hour of persistence, the fire was lit. They then consumed some joints and beer before attempting the substance again. This time, the effects were more pronounced, leading to intense visual hallucinations. The participant saw burning coals transform into the face of a divine female figure with colorful hair resembling fireworks. This entity provided a sense of universal kindness, relaxation, and euphoria, alleviating fears and anxieties. After about 10 minutes, the experience subsided smoothly, leaving the participant very relaxed."
431,78454,"The participant began the experience by smoking an unknown substance with cannabis. Upon closing their eyes, they saw white light rising within their inner vision, which they associated with a Kundalini serpent reaching from and back into their body. The light then filled their entire body and took the form of a meditating being behind them. They perceived darkness at the boundaries of this vision.

During the experience, the participant lost complete sense of their physical body and could shift consciousness into surrounding objects. Their environment appeared as a colorful field of energy that they could spin around themselves. As the effects came up and down, everything had a crystal-like appearance and seemed alien. The participant heard indescribable sounds resembling beeping and perceived symbols pouring out of their mouth in waves of colorful energy."
432,107417,"The participant reported feeling at peace with life and death after the experience. They experienced reduced anxiety and uncontrollable smiling and laughing during the trip. The individual felt they could direct their own experience, choosing to focus on spiritual intentions rather than visual effects. Upon breaking through into the altered state, the person described leaving their physical body and experiencing existence as past, present, and future selves simultaneously. Post-trip, the participant reported a reset in senses and increased awareness of emotions around them."
